English Terms,中文翻译
Indemnity,赔偿
Indenture,契约
Independent Auditor,独立审计师
Index,指数
Index Fund,指数基金
Index Futures,指数期货
Index Option,指数期权
Indexing,指数化
Indicator,指标
Industry,行业
Inflection Point,转捩点
Infrastructure,基础设施
Initial Margin,首期保证金
Initial Public Offering (IPO),首次公开上市
Insider,内幕人士
Insider Information,内幕消息
Insider Trading,内幕交易
Installment Debt,分期偿还债务
Institutional Brokers' Estimate System (IBES),机构经纪人预测系统
Institutional Fund,机构基金
Institutional Investor,机构投资者
Insolvency,资不抵债
Intangible Asset,无形资产
Interest,利息、权益
Interest Rate,利率
Interest Rate Ceiling,最高利率
Interest Rate Parity,利率平价理论
Interest Rate Swap,利率掉期
Interim Dividend,中期股息
Internal Audit,内部审计
Internal Growth Rate,内部增长率
Internal Rate of Return (IRR),内部回报率
International Accounting Standards,国际会计标准
International Bond,国际债券
International Fund,国际基金
Intrinsic Value,内在价值
Inventory,库存、存货
Inventory Turnover,库存周转率
"""Invest, Then Investigate""",先投资，后调查
Investing,投资
Investment,投资
Investment Advisor,投资顾问
Investment Bank,投资银行
Investment Banker,投资银行家
Investment Climate,投资环境
Investment Company Act of 1940,1940年投资公司法
Investment Grade,投资等级
Investment Real Estate,投资性房地产
Investment Vehicle,投资媒体
Investor Relations,投资者关系部
Invisible Hand,无形之手
Invisible Supply,可见供应
IPO Lock-up,首次公开上市锁定期、禁售期
Issuer,发行人
English Terms,中文翻译
Joint Account,联合账户
Joint Bond,共同债券
Joint Owned Property,共同拥有财产
Joint Stock Company,股份公司
Joint Venture,合资企业、合资经营
Jointly and Severally,连带、共同
Junior Security,次级证券
Junk Bond,垃圾债券、高风险债券
Just In Time,及时生产
（空）,
English Terms,中文翻译
LBO,负债收购
LIBOR,伦敦银行同业拆放利率
LIFO,后进先出
LLC,有限责任公司
LTM,过去12个月
Labor Intensive,劳工密集
Laissez Faire,自由不干预理论
Large-Cap,高市值股票
Last In First Out (LIFO),后进先出
Last Twelve Months,过去12个月
Leakage,涉漏消息
Lease,租赁
Leaseback,租回已出售财产
Letter of Comfort,告慰函、安慰函
Letter of Credit,信用证
Letter of Indemnity,赔偿保证书
Letter of Intent,意向书
Leveraged Buyout (LBO),负债收购
Leveraged Lease,融资租赁
Leveraged Recapitalization,融资资本充实
Liability,负债
Life Expectancy,预计寿命
Life Insurance,人寿保险
Limited Liability Company (LLC),有限责任公司
Limited Partnership,有限合伙
Line of Credit,信贷额度、信贷限额
Liquidated Damages,预定的违约金
Liquidation,清算、清理
Liquidity,流通性、变现能力
Liquidity Preference Theory,流动性偏好理论
Liquidity Risk,流通风险
Liquid Market,高流通性市场
Listed Security,上市证券
Loan,贷款
Loan Loss Provision,贷款损失准备金
Loan Sharking,高利贷
Loan Syndication,贷款银团
Loan to Value Ratio,贷款与价值比率
Lock-up Agreement,锁定协议
London Interbank Offer Rate (LIBOR),伦敦银行同业拆放利率
Long Bond,长期债券
Long Term Assets,长期资产
Long Term Debt/Capitalization,长期债务/总资本比率
Long Term Debt,长期债务
Long Term Liabilities,长期负债
Lot,交易单位、批
Lump Sum Distribution,一次总付分配
English Terms,中文翻译
M1,货币供应量1
M2,货币供应量2
M3,货币供应量3
MTN,中期票据
Macroeconomics,宏观经济
Majority Shareholder,多数股东
Management Buyin (MBI),保留管理层的收购项目
Management Buyout (MBO),管理层收购项目
Management Fee,管理费用
Manager Universe (Benchmark),管理人基准比较
Margin Account,保证金、按金
Marginal Tax Rate,边际税率
Marginal Utility,边际效用
Mark to Market (MTM),以市值计价
Markdown,减价、调低标价
Market,市场
Market Arbitrage,市场套利
Market Cannibilization,互相争夺市场
Market Capitalization,总市值
Market Exposure,股市投资比率
Market Outperform,表现超越大市
Market Order,市价订单
Market Risk,市场风险
Market Risk Premium,市场风险溢价
Market Segmentation,市场细分
Market Sentiment,市场情绪
Market Value,市场价值
Market Value Added (MVA),市场增值
Marketable Securities,有价证券
Maturity,期限
Maturity Date,到期日期
Mean,平均值
Mechanical Investing,机械化投资
Medium Term,中期
Medium Term Note (MTN),中期票据
Mega Cap,超高市值股票
Member of Household,家庭成员
Merchant Bank,商人银行
Merger,合并
Merger Arbitrage,合并套利
Mezzanine Financing,夹层融资
Michigan Consumer Sentiment Index,密歇根消费者信心指数
Micro Cap Stock,微型市值股票
Microeconomics,微观经济
Mid Cap Stock,中等市值股票
Minority Interest,少数权益
Mirror Fund,镜子基金
Monetary Policy,货币政策
Monetize,套现、货币化
Money,金钱、货币
Money Flow,货币流量
Money Flow Index (MFI),货币流量指数
Money Laundering,洗黑钱
Money Market,货币市场
Money Market Account,货币市场账户
Money Market Fund,货币市场基金
Money Supply,货币供应
Money Zero Maturity (MZM),零期限货币
Monopoly,垄断、专利
Monopsony,买方垄断
Mortgage,房地产抵押
Mortgage Backed Securities,以房地产抵押作担保的证券
Mortgage Banker,房地产抵押银行家
Multinational Corporation,跨国企业
Multiple,倍数
Multiple Compression,倍数压缩
Multiplier Effect,乘数效应
Municipal Bond,市政债券
Municipal Bond Fund,市政债券基金
Municipal Convertible,市政可转换证券
Mutual Fund,共同基金
Mutual Fund Liquidity Ratio,共同基金流动率
English Terms,中文翻译
NASD,国家证券经纪商协会
Nasdaq,纳斯达克市场
Nasdaq-NM,纳斯达克全国市场
NAV,资产净值
NAVPS,每股资产净值
NI,净收入
NOI,营运净收入
NPL,不良贷款
NPV,净现值
NYSE,纽约股票交易所
Nasdaq National Market Securities,纳斯达克全国市场
Natural Unemployment,自然失业
NAV per Share,每股资产净值
Negative Carry,负盈利
Negative Covenant,负面契约
Negative Goodwill,负商誉
Negative Income Tax,负所得税
Negative Pledge Clause,负抵押条款
Negotiable,可磋商修改的
Negotiated Underwriting,经磋商协议的承销费用
Net Asset Value (NAV),资产净值
Net Asset Value per Share,每股资产净值
Net Debt,净债务
Net Domestic Product,国内生产净值
Net Exports,净出口值
Net Income (NI),净收入
Net Interest Margin,净息差
Net Investment Income,净投资收入
Net Liquid Assets,流通资产净值
Net Loss,净亏损、净损失
Net Operating Income (NOI),营运净收入
Net Operating Profit After Tax (NOPAT),税后净营运利润
Net Operating Profit Less Adjusted Taxes (NOPLAT),税务调整净营运利润
Net Present Value (NPV),净现值
Net Proceeds,净收益
Net Receivables,应收账款净额
Net Sales,净销售额
Net Tangible Assets,有形资产净值
Net Worth,净值
New Economy,新经济
New York Stock Exchange,纽约股票交易所
Nikkei,日经指数
Nominal Interest Rate,名义利率
Nominal Value,名义价值
Nominal Yield,名义收益率
Non-Callable,不可买回
Non-Operating Asset,非营运资产
Non-Operating Cash Flows,非营运现金流
Non-Performing Asset,不良资产
Non-Performing Loan,不良贷款
Non-Profit Organization,非牟利机构
Non-Recourse Debt,无追索权债务
Non-Recourse Finance,无追索权融资
Nonrecurring Charge,非经常开支
Note,票据
NYSE Composite Index,纽约股票交易所综合指数
English Terms,中文翻译
OECD,经济合作及发展组织
OPEC,石油输出国组织、欧佩克
OTC,场外交易证券
Obligor,债务人
Odd Lot,零星股、散股
Off Balance Sheet Financing,资产负债表以外融资
Offering Circular,发行说明书
Offering Memorandum,发行备忘录
Offshore,境外
Oligopoly,寡头垄断
Oligopsony,卖方寡头垄断
Online Banking,网上银行
Open End Credit,开放性信贷
Open-End Fund,开放性基金
Operating Cash Flow (OCF),营运现金流
Operating Expenses,营运开支
Operating Income,营运收入
Operating Lease,营运租赁
Operating Leverage,营运贡杆
Operating Margin,营运利润率
Operating Ratio,营运比率
Opportunity Cost,机会成本
Option,期权
Organic Growth,内部增长
Organization of Petroleum Exporting Countries (OPEC),石油输出国组织、欧佩克
Other Current Assets,其他流动资产
Other Current Liabilities,其他流动负债
Other Long Term Liabilities,其他长期负债
Out of Pocket Expenses,实付开支
Out of the Money,未到价
Outperform,表现超越大市
Outside Director,外部董事
Outsourcing,外包
Overallotment,超额配股权
Overcapitalization,资金过剩
Overcollateralization,增加抵押通知
Overdraft,透支
Overhang,积压待发股票、悬货
Overhead,间接成本
Overnight Index Swap,隔夜指数掉期
Overnight Rate,隔夜利率
Oversold,超卖
Oversubscribed,超额认购
Over-The-Counter (OTC),场外交易证券
English Terms,中文翻译
P/E Ratio,市盈率
PCE,个人消费开支
PP&E,地产、厂房及设备　
PV,现值
Paid in Capital,实收资本
Paid-Up Capital,已缴资本
Panic Buying,恐慌性买入
Panic Selling,恐慌性出售
Par,等值
Pari Passu,同等权利
Paris Club,巴黎俱乐部
Parity,平价
Parity Bond,等值债券
Par Value,票面值
Passive Investing?,被动投资
Patent,专利权
Payback Period,投资回收期
Paydown,部分还款
Paydown Factor,部分还款系数
Paying Agent,付款代理人
Payment Date,付款日期
Payment in Kind,实物支付
Payment in Kind Bond (PIK),实物支付债券
Payout Ratio,派息比率
PEG Ratio,市盈率与增长比率
PEGY Ratio,市盈率与增长及股息比率
Pegged exchange rate,联系汇率
Perfect Competition,完全竞争
Performance Shares,表现股票
Perpetual Bond,永久债券
Perpetuity,永久年金
Personal Finance,个人理财
Personal Income,个人收入
Petty Cash,零用现金、小额出纳金
Phantom Stock,影子股票
Portfolio,投资组合
Portfolio Income,投资组合收入
Portfolio Insurance,投资组合保险
Portfolio Manager,投资组合经理
Portfolio Management,投资组合管理
Position,投资持有量
Positive Volume Index (PVI),正交易量指数
Post-Money Valuation,交易后估值
Power of Attorney,授权书
Power Ratio,能量比率
Pre-Market Trading,开市前交易
Pre-Money Valuation,交易前估值
Precious Metal,贵重金属
Preemptive Right,优先权
Preferred Stock,优先股
Premium,溢价
Premium Bond,溢价债券
Prepackaged Bankruptcy,预先包装的破产
Prepayment,预付
Prepayment Risk,预付风险
Present Value,现值
Press Release,新闻稿
Price Discovery,价格发现
Price-Earnings Ratio,市盈率
Price-Earnings Relative,相对市盈率比率
PEG Ratio,市盈率与增长比率
PEGY Ratio,市盈率与增长及股息比率
Price-To-Book Ratio,股价与账面价值比率
Price-To-Cash-Flow Ratio,股价与现金流比率
Price-To-Sales Ratio,股价与销售额比率
Price Elasticity of Demand,需求的价格弹性
Price Risk,价格风险
Price Target,价格目标
Pricing Power,定价能力
Primary Market,初级市场
Prime Rate,最优惠利率
Principal,本金、[企业]主要负责人、[交易]当事人
Private Banking,私人银行
Private Company,私人公司
Private Equity,私人股本
"""Private Investment, Public Equity (PIPE)""",私人投资公开股票　
Private Placement,私募
Privatization,民营化
Pro Bono,以公共福利为目的
Pro Forma,备考、模拟
Pro Forma Earnings,备考盈利
Pro Rata,按比例
Producer Price Index (PPI),生产价格指数
Productivity,生产力
Profit,利润
Profit Center,利润中心
Profit Margin,利润率
Profit Sharing Plan,利润分成计划
Profit Taking,获利抛售
Profit Warning,利润预警
Progressive Tax,累进税
Project Finance,项目融资
Promissory Note,本票
Property,财产
Property Tax,财产税
Proportional Tax,比例税
Proprietary Trading,自由资金交易
Prospectus,公开说明书
Protectionism,保护主义
Provisional Call Feature,有条件买回条款
Proxy,代理委托书
Public,公开资产
Public Company,上市公司
Public Offering Price (POP),公开发行价值
Purchase Acquisition,购股接管
Purchasing Power,购买力
Pure Play,单一业务
Put,出售权
Put Bond,可卖回债券
Put-Call Parity,买入-出售价差
Put-Call Ratio,买入-出售比率
Put Warrant,出售认股权证
English Terms,中文翻译
"Q1, Q2, Q3, Q4",季度（第一季度、第二季度、第三季度、第四季度）
QIB,合资格机构投资者
Qualified Institutional Buyer (QIB),合资格机构投资者
Qualitative Analysis,定性分析
Quality of Earnings,盈利质量
Quantitative Analysis,定量分析
"Quarter (Q1, Q2, Q3, Q4)",季度（第一季度、第二季度、第三季度、第四季度）
Quick Assets,速动资产
Quick Ratio,速动比率
Quiet Filing,安静申请
Quiet Period,静止期
Quorum,法定人数
Quota,配额、限额
English Terms,中文翻译
R&D,研究开发
R/E,保留盈余
REIT,房地产投资信托
ROA,资产回报率
ROC,变动率
ROCE,已动用资本回报率
ROE,股本回报率
ROI,投资回报率
ROIC,投资资金回报率
Rally,价格回升
Range,价格波幅
Rate of Change (ROC),变动率
Rating,评级
Rating Agency,评级机构
Rationalization,优化改组
Real Asset,实际资产
Real Estate,房地产
Real Estate Agent,房地产代理
Real Estate Investment Trust (REIT),房地产投资信托
Real Interest Rate,实际利率
Real Rate of Return,实际回报率
Realized Loss,实现损失
Realized Profit,实现利润
Recapitalization,资本结构调整
Receivable Turnover Ratio,应收账款周转率
Recession,经济衰退
Record Date,记录日
Red Chip,红筹公司
Red Herring,红头招股书、公开说明书初稿
Redemption,赎回
Reference Rate,参考比率
Refinance,再融资
Reflation,通货复涨、通货在膨胀
Refunding,债券换新
Regional Stock Exchange,地区股票交易所
Registered Investment Advisor (RIA),注册投资顾问
Registration Right,注册权
Regressive Tax,累退税
Regulated Investment Company (RIC),受监管投资公司
Regulation A,条例A
Regulation D,条例D
Regulation FD (Reg FD),条例FD
Regulation G,条例G
Regulation M,条例M
Regulation Q,条例Q
Regulation T,条例T
Regulation U,条例U
Reinsurance,再保险
Reinvestment,再投资
Reinvestment Rate,再投资率
Reinvestment Risk,再投资风险
Relative Strength,相对实力
Reorganization,企业重组
Repatriation,资金汇回本国
Repayment,偿还债务
Replacement Cost,重置成本
Required Rate Of Return,要求回报率
Required Reserves,要求储备金
Research and Development (R&D),研究及开发
Restricted Stock,有限制股票
Restructuring,业务重组
Retail Banking,零售银行
Retail Investor,零售投资者
Retained Earnings,保留盈余
Return,回报率
Return of Capital,资本回报率
Return On Assets (ROA),资产回报率
Return On Capital Employed (ROCE),已动用资本回报率
Return On Capital Gains,资本收益回报率
Return On Equity (ROE),股本回报率
Return On Net Assets (RONA),净资产回报率
Return On Investment (ROI),投资回报率
Return On Investment Capital (ROIC),投资资金回报率
Return On Revenue (ROR),收入回报率
Return On Sales (ROS),销售回报率
Revenue,总收入
Reversed takeover,反向收购
Revolving Credit,循环信贷
Right,购股权
Right Of First Refusal,优先权
Rights Issue,购股权发行
Rights Offering,购股权发行
Ring Fence,围栏策略
Risk,风险
Risk Based Capital Requirement,风险资本要求
Risk Adjusted Discount Rate,风险调整贴现率
Risk Adjusted Return,风险调整回报率
Risk Adjusted Return on Capital (RAROC),风险调整资本回报率
Risk Capital,风险资本
Risk-Free Asset,无风险资产
Risk Free Rate of Return,无风险回报率
Risk Tolerance,风险容忍度
Road Show,路演
Royalty,使用权税、专利权税
Rule 144A,144A 条例
Rule of 18,18定律
Rule of 72,72定律
Russell 2000 Index,Russell 2000指数
English Terms,中文翻译
SEC,美国证券交易监督委员会 （美国证监会）
S&P,标准普尔
S&P500,标准普尔500
SPV,特殊功能公司
Safe Harbor,避风港
Sales Per Share,每股销售额
Sales Tax,销售税
Sales to Cash Flow Ratio,销售额与现金流比率
Salvage Value,残值
Samurai Bond,武士债券
Scarcity,稀有
Secondary Market,二级市场
Secondary Offering,二级发行
Secondary Stock,次级股票
Sector,行业类股
Sector Fund,行业基金
Sector Rotation,转移投资行业
Secured Debt,有抵押债务
Secured Note,有抵押票据
Securities & Exchange Commission (SEC),美国证券交易监督委员会 （美国证监会）
Securities Lending,证券借贷
Securitization,证券化
Security,证券
Security Analyst,证券分析员
Seed Capital,种子资金
Segregated Fund,独立基金
Sell,卖出
Sell-Off,抛售
Sell-Out,售出清理
Seller's Market,卖方市场
Selling Hedge,卖出对冲
"""Selling, General, & Administrative Expenses (SG&A)""",销售及行政开支
Selling Short,卖空
Semi-annual,半年
Semi-Variable Cost,半可变因素
Senior Security,高级证券
Sensitivity Analysis,敏感度分析
Sentiment Indicator,投资情绪指标
Settlement Date,结算日期
Settlement Price,结算价格
Shadow Pricing,影子定价
Shadow Rating,影子评级
Share,股票
Share Capital,股本金
Share Repurchase,回购股份
Shareholder,股东
Shareholder Value Added (SVA),股东增值
Shareholder Value Transfer (SVT),股东价值转移
Shareholders Equity,股东权益
Shares Outstanding,已发行股票
Shark Repellent,抗鲨措施
Shark Watcher,鲨变监察者
Shelf Offering,暂搁发行
Shelf Registration,暂搁注册
Short Selling,卖空
Silent Partner,隐名合伙人
Sinking Fund,偿债基金
Small-Cap,低市值公司
Soft Call Protection,非强制买回保障
Soft Commodity,软商品
Soft Currency,软货币
Soft Landing,软着陆
Soft Loan,软贷款
Soft Money,软通货、纸币
Sole Proprietorship,独资经营
Solvency,偿付能力、资力
Solvency Ratio,偿付比率
Sovereign Risk,国家主权风险
S&P 500,标准普尔500
S&P (Standard And Poor's),标准普尔
Special Purpose Vehicle,特殊功能公司
Specialist,专营经纪人
Specific Risk,特殊风险
Speculation,投机
Spinoff,分拆
Sponsor,保荐人
Spot Commodity,现货商品
Spot Market,现货市场
Spot Price,现货即期价格
Spot Trade,即期交易
Spread,价差、息差
Squeeze,紧缩
Stakeholder,权益方
Stamp Duty,印花税
Standard Deviation,标准差
Stock Dividend,股票股息
Stock Option,股票期权
Stock Quote,股票报价
Stock Record,股票纪录
Stock Split,分股
Strategic Alliance,战略联盟
Stress Testing,压力测试
Strike Price,行使价格
Structural Unemployment,结构性失业
Structured Finance,结构性融资
Structured Note,结构性票据
Subordinated Debt,从属债务
Subsequent Offering,后续发行
Subsidiary,子公司、附属公司
Supply Chain,供应链
Supply Chain Management,供应链管理
Supply-Side Theory,供应方理论
Supply,供应
Surcharge,附加费
Sushi Bond,寿司债券
Sustainable Growth Rate,可持续增长率
Swap,掉期
Swap Rate,掉期利率
Swap Spread,掉期息差
Syndicate,承销团
Syndicated Loan,银团贷款
Synergy,协同效应
Synthetic Collateralized Debt Obligation,合成有抵押债务
Synthetic Lease,合成租赁
Synthetic Put,合成出售期权
Systematic Risk,系统性风险
English Terms,中文翻译
Tag Along Rights,跟随权
Take or Pay,必付合约
Takeover,收购
Tangible Asset,有形资产
Target Company,目标公司
Target Price,目标价格
Tariffs,关税
Taxable Gain,应课税收益
Taxable Income,应课税收入
Tax Haven,避税乐园
Tax Holiday,免税期
Tax Shield,税盾
Technical Analysis,技术分析
Tender,投标、交换媒介
Tender Offer,股权收购要约
Tenor,期限
Terminal Value,最终价值
Term Sheet,条款书
The Wealth Effect,财富效应
The Fed,联储局
Theoretical Dow Jones Index,理论性道琼斯指数
Tier 1 Capital,一级资本
Tier 2 Capital,二级资本
Time Value of Money,资金的时间价值
Time-Weighted Rate of Return,时间加权回报率
Time Deposit,定期存款
Today's High,今天最高
Today's Low,今天最低
Tombstone,
Total Debt to Total Assets,总债务与总资产比率
Total Enterprise Value (TEV),总企业价值
Total Dependency Ratio,瞻养比率
Total Revenue,总收入
Total Shareholder Return,股东总回报
Total Tax,总税项
Total Utility,总效用
Tracker Fund,追踪基金
Tracking Stock,追踪股票
Trade Finance,贸易融资
Trade-Weighted Dollar,贸易加权美元
Trading Below Cash,股票价值低于现金值
Translation Exposure,换算风险
Treasury Bill,短期国库券
Treasury Bond,国库券
Treasury Note,政府票据
Treasury Offering,库存证券发行
Treasury Stock,库存股
Trust,信托
Trustee,受托人
Trustor,委托人
Turnaround,转亏为盈、市道转好
Turnover,周转率、成交量
English Terms,中文翻译
Unbundling,分拆收购
Under Reporting,申报不足
Underlying,相关证券、相关股票
Underperform,表现落后大市
Undersubscribed,认购不足
Undervalued,估值不足
Underweight,持有量不足
Underwriting,承销团
Underwriting Spread,承销价差
Unearned Income,非劳动收入
Unearned Revenue,未实现收入
Unit Trust (UT),单位信托
Unrealized Gain,未实现收益
Unrealized Loss,未实现损失
Unsecured Creditor,无抵押债权人
Unsecured Loan,无抵押贷款
U.S. Treasury,美国财政部
English Terms,中文翻译
Valuation,估值
Value-Added,增值
Value-Based Pricing,以价值为基础的定价
Value Chain,价值链
Value at Risk (VAR),风险价值
Value Investing,价值投资
Value Stock,价值股票
Vanilla Option,单纯期权
Variable Cost,可变成本
Variable Life Insurance Policy,可变寿险保单
Vendor Financing,供应商融资
Venture,创业项目
Venture Capital,创业资本
Venture Capital Fund,创业基金
Venture Capitalist,创业基金投资者
Vertical Integration,纵向整合
Vertical Market,纵向市场
Vertical Merger,纵向合并
Volatility,波动性
Volume Of Trade,交易量、成交量
Voting Right,投票权
Voting Shares,投票股票
Voting Trust,投票信托
Voting Trust Agreement,投票信托协议
Vulture Capitalist,兀鹫投资者
Vulture Fund,兀鹫基金
English Terms,中文翻译
WACC,加权平均资本成本
WTO,世界贸易组织
Wall Street,华尔街
War Bond,战争债券
Warrant,认股权证
Warrant Coverage,认股权证比重
Warrant Premium,认股权证溢价
Wealth Added Index (WAI),财富增值指数
Wealth Effect,财富效应
Wealth Management,财富管理
Weighted Average Cost of Capital (WACC),加权平均资本成本
Weighted Average Market Capitalization,加权平均总市值
White Elephant,白象
White Knight,白武士
White Paper,白皮书
Wholesale Banking,批发银行
Wholly Owned Subsidiary,全资拥有子公司
Withholding,预扣（税）
Withholding Tax,预扣（税）
Working Capital,营运资金
Working Capital Turnover,营运资金周转率
Working Ratio,流动比率
Work in Progress,在建项目
World Trade Organization (WTO),世界贸易组织
Write-Down,减记
Write-Off,销记、注销
Write-Up,增记
English Terms,中文翻译
YTD,本年迄今
YTM,到期收益率
Yankee Bond,扬基债券
Yankee CD,扬基存款证
Year To Date (YTD),本年迄今
Yellow Knight,黄武士
Yield,收益率
Yield To Maturity (YTM),到期收益率
Yield To Call,买回收益率
English Terms,中文翻译
Zero-Coupon Bond,零息票债券
Zero-Coupon Convertible,零息票可转换证券
Zero-Sum Game,零和游戏
STAR tech board,科创板
HNA,海航
Key opinion leaders,关键意见领袖
Tmall,天猫
Nestlé,雀巢
Kraft Heinz,卡夫亨氏
Netscape,网景
WTO,世界贸易组织
IEA,国际能源署
Rosneft,俄罗斯石油公司
Thomson Reuters,汤森路透